State,Town,7_2009
Arkansas,.Dumas city,"4,555"
Arkansas,.Dyer city,618
Arkansas,.Dyess town,475
Arkansas,.Earle city,"2,756"
Arkansas,.East Camden town,769
Arkansas,.Edmondson town,479
Arkansas,.Egypt town,108
Arkansas,.Elaine city,675
Arkansas,.El Dorado city,"19,605"
Arkansas,.Elkins city,"2,522"
Arkansas,.Elm Springs city,"1,309"
Arkansas,.Emerson town,338
Arkansas,.Emmet city,422
Arkansas,.England city,"3,080"
Arkansas,.Enola town,206
Arkansas,.Etowah town,344
Arkansas,.Eudora city,"2,293"
Arkansas,.Eureka Springs city,"2,390"
Arkansas,.Evening Shade city,486
Arkansas,.Everton town,182
Arkansas,.Fairfield Bay city,"2,459"
Arkansas,.Fargo town,98
Arkansas,.Farmington city,"4,681"
Arkansas,.Fayetteville city,"77,143"
Arkansas,.Felsenthal town,150
Arkansas,.Fifty-Six city,169
Arkansas,.Fisher city,256
Arkansas,.Flippin city,"1,356"
Arkansas,.Fordyce city,"4,146"
Arkansas,.Foreman city,"1,029"
Arkansas,.Forrest City city,"13,195"
Arkansas,.Fort Smith city,"85,547"
Arkansas,.Fouke city,865
Arkansas,.Fountain Hill town,146
Arkansas,.Fountain Lake town,582
Arkansas,.Fourche town,61
Arkansas,.Franklin town,180
Arkansas,.Fredonia (Biscoe) town,424
Arkansas,.Friendship town,213
Arkansas,.Fulton town,237
Arkansas,.Garfield town,485
Arkansas,.Garland town,358
Arkansas,.Garner town,312
Arkansas,.Gassville city,"2,158"
Arkansas,.Gateway town,545
Arkansas,.Gentry city,"3,129"
Arkansas,.Georgetown town,132
Arkansas,.Gilbert town,37
Arkansas,.Gillett city,749
Arkansas,.Gillham town,204
Arkansas,.Gilmore city,280
Arkansas,.Glenwood city,"1,998"
Arkansas,.Goshen town,"1,149"
Arkansas,.Gosnell city,"3,577"
Arkansas,.Gould city,"1,129"
Arkansas,.Grady city,451
Arkansas,.Grannis city,573
Arkansas,.Gravette city,"2,660"
Arkansas,.Greenbrier city,"4,557"
Arkansas,.Green Forest city,"3,073"
Arkansas,.Greenland city,"1,237"
Arkansas,.Greenway city,219
Arkansas,.Greenwood city,"8,756"
Arkansas,.Greers Ferry city,968
Arkansas,.Griffithville town,281
Arkansas,.Grubbs city,385
Arkansas,.Guion town,87
Arkansas,.Gum Springs town,192
Arkansas,.Gurdon city,"2,252"
Arkansas,.Guy town,563
Arkansas,.Hackett city,791
Arkansas,.Hamburg city,"2,676"
Arkansas,.Hampton city,"1,406"
Arkansas,.Hardy city,795
Arkansas,.Harrell town,265
Arkansas,.Harrisburg city,"2,107"
Arkansas,.Harrison city,"13,184"
Arkansas,.Hartford city,797
Arkansas,.Hartman city,640
Arkansas,.Haskell city,"3,916"
Arkansas,.Hatfield town,388
Arkansas,.Havana city,425
Arkansas,.Haynes town,167
Arkansas,.Hazen city,"1,456"
Arkansas,.Heber Springs city,"7,308"
Arkansas,.Hector town,534
Arkansas,.Helena-West Helena city,"11,770"
Arkansas,.Hermitage town,744
Arkansas,.Hickory Ridge city,344
Arkansas,.Higden town,105
Arkansas,.Higginson town,475
Arkansas,.Highfill town,848
Arkansas,.Highland city,"1,088"
Arkansas,.Hindsville town,85
Arkansas,.Holland city,640
Arkansas,.Holly Grove city,556
Arkansas,.Hope city,"10,383"
Arkansas,.Horatio city,"1,050"
Arkansas,.Horseshoe Bend city,"2,230"
Arkansas,.Horseshoe Lake town,293
Arkansas,.Hot Springs city,"39,676"
Arkansas,.Houston town,159
Arkansas,.Hoxie city,"2,634"
Arkansas,.Hughes city,"1,676"
Arkansas,.Humnoke city,295
Arkansas,.Humphrey city,752
Arkansas,.Hunter town,129
Arkansas,.Huntington city,715
Arkansas,.Huntsville city,"2,408"
Arkansas,.Huttig city,688
Arkansas,.Imboden town,626
Arkansas,.Jacksonport town,202
Arkansas,.Jacksonville city,"31,651"
Arkansas,.Jasper city,484
Arkansas,.Jennette town,120
Arkansas,.Jericho town,178
Arkansas,.Jerome town,44
Arkansas,.Johnson city,"3,318"
Arkansas,.Joiner city,568
Arkansas,.Jonesboro city,"66,196"
Arkansas,.Judsonia city,"2,186"
Arkansas,.Junction City city,667
Arkansas,.Keiser city,791
Arkansas,.Kensett city,"1,866"
Arkansas,.Keo town,280
Arkansas,.Kibler city,"1,036"
Arkansas,.Kingsland city,426
Arkansas,.Knobel city,322
Arkansas,.Knoxville town,775
Arkansas,.Lafe town,401
Arkansas,.LaGrange town,107
Arkansas,.Lake City city,"2,177"
Arkansas,.Lakeview city,841
Arkansas,.Lake View city,438
Arkansas,.Lake Village city,"2,343"
Arkansas,.Lamar city,"1,636"
Arkansas,.Lavaca city,"2,225"
Arkansas,.Leachville city,"1,841"
Arkansas,.Lead Hill town,305
Arkansas,.Leola town,543
Arkansas,.Lepanto city,"2,012"
Arkansas,.Leslie city,460
Arkansas,.Letona town,216
Arkansas,.Lewisville city,"1,119"
Arkansas,.Lexa town,271
Arkansas,.Lincoln city,"2,083"
Arkansas,.Little Flock city,"3,251"
Arkansas,.Little Rock city,"191,933"
Arkansas,.Lockesburg city,755
Arkansas,.London city,"1,056"
Arkansas,.Lonoke city,"4,677"
Arkansas,.Lonsdale town,134
Arkansas,.Louann town,177
Arkansas,.Lowell city,"7,421"
Arkansas,.Luxora city,"1,218"
Arkansas,.Lynn town,300
Arkansas,.McCaskill town,82
Arkansas,.McCrory city,"1,535"
Arkansas,.McDougal town,170
Arkansas,.McGehee city,"3,881"
Arkansas,.McNab town,76
Arkansas,.McNeil city,616
Arkansas,.McRae city,743
Arkansas,.Madison city,848
Arkansas,.Magazine city,882
Arkansas,.Magness town,194
Arkansas,.Magnet Cove town,2
Arkansas,.Magnolia city,"10,951"
Arkansas,.Malvern city,"8,855"
Arkansas,.Mammoth Spring city,"1,094"
Arkansas,.Manila city,"2,820"
Arkansas,.Mansfield city,"1,123"
Arkansas,.Marianna city,"4,165"
Arkansas,.Marie town,99
Arkansas,.Marion city,"12,361"
Arkansas,.Marked Tree city,"2,618"
Arkansas,.Marmaduke city,"1,175"
Arkansas,.Marshall city,"1,266"
Arkansas,.Marvell city,"1,091"
Arkansas,.Maumelle city,"16,584"
Arkansas,.Mayflower city,"2,257"
Arkansas,.Maynard town,351
Arkansas,.Melbourne city,"1,682"
Arkansas,.Mena city,"5,607"
Arkansas,.Menifee town,321
Arkansas,.Midland town,260
Arkansas,.Midway town,360
Arkansas,.Mineral Springs city,"1,283"
Arkansas,.Minturn town,111
Arkansas,.Mitchellville city,472
Arkansas,.Monette city,"1,247"
Arkansas,.Monticello city,"9,199"
Arkansas,.Montrose city,492
Arkansas,.Moorefield town,159
Arkansas,.Moro town,186
Arkansas,.Morrilton city,"6,566"
Arkansas,.Morrison Bluff town,74
Arkansas,.Mountainburg city,732
Arkansas,.Mountain Home city,"12,486"
Arkansas,.Mountain Pine city,868
Arkansas,.Mountain View city,"3,101"
Arkansas,.Mount Ida city,936
Arkansas,.Mount Pleasant town,394
Arkansas,.Mount Vernon town,156
Arkansas,.Mulberry city,"1,728"
Arkansas,.Murfreesboro city,"1,636"
Arkansas,.Nashville city,"4,858"
Arkansas,.Newark city,"1,226"
Arkansas,.Newport city,"7,341"
Arkansas,.Nimmons town,92
Arkansas,.Norfork city,550
Arkansas,.Norman town,409
Arkansas,.Norphlet city,798
Arkansas,.North Little Rock city,"60,140"
Arkansas,.Oak Grove town,406
Arkansas,.Oak Grove Heights town,823
Arkansas,.Oakhaven town,51
Arkansas,.Oden town,210
Arkansas,.Ogden city,207
Arkansas,.Oil Trough town,250
Arkansas,.O'Kean town,194
Arkansas,.Okolona town,157
Arkansas,.Ola city,"1,265"
Arkansas,.Omaha town,173
Arkansas,.Oppelo city,751
Arkansas,.Osceola city,"7,895"
Arkansas,.Oxford city,632
Arkansas,.Ozan town,78
Arkansas,.Ozark city,"3,531"
Arkansas,.Palestine city,684
Arkansas,.Pangburn city,703
Arkansas,.Paragould city,"25,028"
Arkansas,.Paris city,"3,565"
Arkansas,.Parkdale city,345
Arkansas,.Parkin city,"1,447"
Arkansas,.Patmos town,60
Arkansas,.Patterson city,390
Arkansas,.Peach Orchard city,168
Arkansas,.Pea Ridge city,"4,778"
Arkansas,.Perla town,189
Arkansas,.Perry town,309
Arkansas,.Perrytown town,250
Arkansas,.Perryville city,"1,439"
Arkansas,.Piggott city,"3,413"
Arkansas,.Pindall town,91
Arkansas,.Pine Bluff city,"50,388"
Arkansas,.Pineville town,245
Arkansas,.Plainview city,795
Arkansas,.Pleasant Plains town,271
Arkansas,.Plumerville city,866
Arkansas,.Pocahontas city,"6,616"
Arkansas,.Pollard city,215
Arkansas,.Portia town,445
Arkansas,.Portland city,497
Arkansas,.Pottsville city,"2,846"
Arkansas,.Powhatan town,73
Arkansas,.Poyen town,281
Arkansas,.Prairie Grove city,"3,903"
Arkansas,.Prattsville town,293
Arkansas,.Prescott city,"4,329"
Arkansas,.Pyatt town,251
Arkansas,.Quitman city,740
Arkansas,.Ratcliff city,191
Arkansas,.Ravenden town,494
Arkansas,.Ravenden Springs town,132
Arkansas,.Rector city,"1,722"
Arkansas,.Redfield city,"1,190"
Arkansas,.Reed town,245
Arkansas,.Reyno city,465
Arkansas,.Rison city,"1,243"
Arkansas,.Rockport city,807
Arkansas,.Roe town,100
Arkansas,.Rogers city,"59,017"
Arkansas,.Rondo town,186
Arkansas,.Rose Bud town,457
Arkansas,.Rosston town,206
Arkansas,.Rudy town,77
Arkansas,.Russell town,244
Arkansas,.Russellville city,"27,588"
Arkansas,.St. Charles town,239
Arkansas,.St. Francis city,230
Arkansas,.St. Joe town,125
Arkansas,.St. Paul town,178
Arkansas,.Salem city,"1,592"
Arkansas,.Salesville city,490
Arkansas,.Scranton city,256
Arkansas,.Searcy city,"23,341"
Arkansas,.Sedgwick town,208
Arkansas,.Shannon Hills city,"3,200"
Arkansas,.Sheridan city,"4,602"
Arkansas,.Sherrill town,114
Arkansas,.Sherwood city,"29,015"
Arkansas,.Shirley town,333
Arkansas,.Sidney town,284
Arkansas,.Siloam Springs city,"14,872"
Arkansas,.Smackover city,"1,856"
Arkansas,.Smithville town,69
Arkansas,.South Lead Hill town,93
Arkansas,.Sparkman city,501
Arkansas,.Springdale city,"68,490"
Arkansas,.Springtown town,127
Arkansas,.Stamps city,"1,858"
Arkansas,.Star City city,"2,211"
Arkansas,.Stephens city,"1,002"
Arkansas,.Strawberry town,270
Arkansas,.Strong city,620
Arkansas,.Stuttgart city,"8,829"
Arkansas,.Subiaco town,438
Arkansas,.Success town,155
Arkansas,.Sulphur Rock town,428
Arkansas,.Sulphur Springs city,719
Arkansas,.Summit city,580
Arkansas,.Sunset town,328
Arkansas,.Swifton city,766
Arkansas,.Taylor city,524
Arkansas,.Texarkana city,"30,222"
Arkansas,.Thornton city,469
Arkansas,.Tillar city,221
Arkansas,.Tinsman town,68
Arkansas,.Tollette town,324
Arkansas,.Tontitown city,"2,057"
Arkansas,.Traskwood city,573
Arkansas,.Trumann city,"6,775"
Arkansas,.Tuckerman city,"1,603"
Arkansas,.Tull town,374
Arkansas,.Tupelo town,156
Arkansas,.Turrell city,874
Arkansas,.Twin Groves town,306
Arkansas,.Tyronza city,840
Arkansas,.Ulm town,201
Arkansas,.Valley Springs town,182
Arkansas,.Van Buren city,"22,665"
Arkansas,.Vandervoort town,119
Arkansas,.Victoria town,53
Arkansas,.Vilonia city,"3,559"
Arkansas,.Viola town,380
Arkansas,.Wabbaseka town,296
Arkansas,.Waldenburg town,77
Arkansas,.Waldo city,"1,416"
Arkansas,.Waldron city,"3,521"
Arkansas,.Walnut Ridge city,"4,720"
Arkansas,.Ward city,"4,118"
Arkansas,.Warren city,"6,053"
Arkansas,.Washington city,136
Arkansas,.Watson city,257
Arkansas,.Weiner city,719
Arkansas,.Weldon town,90
Arkansas,.Western Grove town,392
Arkansas,.West Fork city,"2,337"
Arkansas,.West Memphis city,"27,232"
Arkansas,.West Point town,224
Arkansas,.Wheatley city,326
Arkansas,.Whelen Springs town,81
Arkansas,.White Hall city,"5,174"
Arkansas,.Wickes town,680
Arkansas,.Widener town,301
Arkansas,.Wiederkehr Village city,46
Arkansas,.Williford town,65
Arkansas,.Willisville town,143
Arkansas,.Wilmar city,561
Arkansas,.Wilmot city,697
Arkansas,.Wilson city,835
Arkansas,.Wilton city,427
Arkansas,.Winchester town,191
Arkansas,.Winslow city,395
Arkansas,.Winthrop city,179
Arkansas,.Wooster town,845
Arkansas,.Wrightsville city,"1,776"
Arkansas,.Wynne city,"8,339"
Arkansas,.Yellville city,"1,357"
Arkansas,.Zinc town,82
California,.Adelanto city,"28,403"
California,.Agoura Hills city,"22,180"
California,.Alameda city,"71,201"
California,.Albany city,"16,145"
California,.Alhambra city,"85,068"
California,.Aliso Viejo city,"41,835"
California,.Alturas city,"2,748"
California,.Amador City city,206
California,.American Canyon city,"16,625"
California,.Anaheim city,"337,896"
California,.Anderson city,"10,681"
California,.Angels city,"3,703"
California,.Antioch city,"101,181"
California,.Apple Valley town,"70,109"
California,.Arcadia city,"56,202"
California,.Arcata city,"17,133"
California,.Arroyo Grande city,"17,238"
California,.Artesia city,"16,182"
California,.Arvin city,"15,185"
California,.Atascadero city,"28,307"
California,.Atherton town,"7,501"
California,.Atwater city,"26,198"
California,.Auburn city,"13,351"
California,.Avalon city,"3,094"
California,.Avenal city,"16,352"
California,.Azusa city,"46,672"
California,.Bakersfield city,"324,463"
California,.Baldwin Park city,"77,078"
California,.Banning city,"28,986"
California,.Barstow city,"24,521"
California,.Beaumont city,"33,523"
California,.Bell city,"36,552"
California,.Bellflower city,"72,862"
California,.Bell Gardens city,"44,581"
California,.Belmont city,"24,918"
California,.Belvedere city,"2,057"
California,.Benicia city,"26,180"
California,.Berkeley city,"102,804"
California,.Beverly Hills city,"34,316"
California,.Big Bear Lake city,"6,142"
California,.Biggs city,"1,815"
California,.Bishop city,"3,428"
California,.Blue Lake city,"1,115"
California,.Blythe city,"21,322"
California,.Bradbury city,"1,069"
California,.Brawley city,"23,342"
California,.Brea city,"38,452"
California,.Brentwood city,"49,708"
California,.Brisbane city,"3,704"
California,.Buellton city,"4,302"
California,.Buena Park city,"79,818"
California,.Burbank city,"103,121"
California,.Burlingame city,"27,887"
California,.Calabasas city,"22,095"
California,.Calexico city,"38,827"
California,.California City city,"14,718"
California,.Calimesa city,"7,551"
California,.Calipatria city,"7,685"
California,.Calistoga city,"5,250"
California,.Camarillo city,"63,948"
California,.Campbell city,"38,889"
California,.Canyon Lake city,"11,211"
California,.Capitola city,"9,781"
California,.Carlsbad city,"98,402"
California,.Carmel-by-the-Sea city,"3,903"
California,.Carpinteria city,"13,765"
California,.Carson city,"92,255"
California,.Cathedral City city,"52,432"
California,.Ceres city,"42,666"
California,.Cerritos city,"51,113"
California,.Chico city,"84,880"
California,.Chino city,"82,830"
California,.Chino Hills city,"73,889"
California,.Chowchilla city,"19,254"
California,.Chula Vista city,"223,739"
California,.Citrus Heights city,"84,617"
California,.Claremont city,"35,419"
California,.Clayton city,"11,431"
California,.Clearlake city,"15,153"
California,.Cloverdale city,"8,220"
California,.Clovis city,"93,246"
California,.Coachella city,"40,168"
California,.Coalinga city,"18,557"
California,.Colfax city,"1,878"
California,.Colma town,"1,429"
California,.Colton city,"50,495"
California,.Colusa city,"5,907"
California,.Commerce city,"13,396"
California,.Compton city,"93,962"
California,.Concord city,"122,224"
California,.Corcoran city,"24,863"
California,.Corning city,"7,280"
California,.Corona city,"151,027"
California,.Coronado city,"22,225"
California,.Corte Madera town,"9,289"
California,.Costa Mesa city,"110,419"
California,.Cotati city,"7,234"
California,.Covina city,"46,781"
California,.Crescent City city,"7,789"
California,.Cudahy city,"24,279"
California,.Culver City city,"38,420"
California,.Cupertino city,"54,278"
California,.Cypress city,"47,290"
California,.Daly City city,"102,165"
California,.Dana Point city,"35,851"
California,.Danville town,"41,555"
California,.Davis city,"62,947"
California,.Delano city,"52,802"
California,.Del Mar city,"4,543"
California,.Del Rey Oaks city,"1,540"
California,.Desert Hot Springs city,"24,345"
California,.Diamond Bar city,"57,105"
California,.Dinuba city,"20,792"
California,.Dixon city,"17,400"
California,.Dorris city,838
California,.Dos Palos city,"4,900"
California,.Downey city,"107,117"
California,.Duarte city,"21,782"
California,.Dublin city,"44,541"
California,.Dunsmuir city,"1,792"
California,.East Palo Alto city,"33,899"
California,.El Cajon city,"94,447"
California,.El Centro city,"41,241"
California,.El Cerrito city,"22,363"
California,.Elk Grove city,"135,285"
California,.El Monte city,"121,447"
California,.El Paso de Robles (Paso Robles) city,"28,677"
California,.El Segundo city,"16,182"
California,.Emeryville city,"9,866"
California,.Encinitas city,"61,593"
California,.Escalon city,"7,333"
California,.Escondido city,"140,170"
California,.Etna city,766
California,.Eureka city,"25,245"
California,.Exeter city,"9,973"
California,.Fairfax town,"7,099"
California,.Fairfield city,"103,586"
California,.Farmersville city,"10,078"
California,.Ferndale city,"1,384"
California,.Fillmore city,"15,220"
California,.Firebaugh city,"7,025"
California,.Folsom city,"67,806"
California,.Fontana city,"188,013"
California,.Fort Bragg city,"6,580"
California,.Fort Jones city,648
California,.Fortuna city,"11,356"
California,.Foster City city,"29,259"
California,.Fountain Valley city,"55,843"
California,.Fowler city,"5,586"
California,.Fremont city,"205,517"
California,.Fresno city,"479,918"
California,.Fullerton city,"132,620"
California,.Galt city,"24,059"
California,.Gardena city,"58,363"
California,.Garden Grove city,"166,332"
California,.Gilroy city,"50,207"
California,.Glendale city,"196,882"
California,.Glendora city,"49,737"
California,.Goleta city,"29,553"
California,.Gonzales city,"8,725"
California,.Grand Terrace city,"12,189"
California,.Grass Valley city,"12,298"
California,.Greenfield city,"15,363"
California,.Gridley city,"6,438"
California,.Grover Beach city,"13,200"
California,.Guadalupe city,"6,594"
California,.Gustine city,"5,098"
California,.Half Moon Bay city,"12,586"
California,.Hanford city,"50,053"
California,.Hawaiian Gardens city,"15,186"
California,.Hawthorne city,"83,945"
California,.Hayward city,"144,291"
California,.Healdsburg city,"11,143"
California,.Hemet city,"71,796"
California,.Hercules city,"24,623"
California,.Hermosa Beach city,"19,351"
California,.Hesperia city,"86,194"
California,.Hidden Hills city,"2,019"
California,.Highland city,"51,002"
California,.Hillsborough town,"10,947"
California,.Hollister city,"35,060"
California,.Holtville city,"5,487"
California,.Hughson city,"6,321"
California,.Huntington Beach city,"193,366"
California,.Huntington Park city,"60,641"
California,.Huron city,"8,032"
California,.Imperial city,"13,878"
California,.Imperial Beach city,"27,003"
California,.Indian Wells city,"5,200"
California,.Indio city,"85,062"
California,.Industry city,916
California,.Inglewood city,"112,241"
California,.Ione city,"7,694"
California,.Irvine city,"209,716"
California,.Irwindale city,"1,433"
California,.Isleton city,842
California,.Jackson city,"4,236"
California,.Kerman city,"12,802"
California,.King City city,"11,660"
California,.Kingsburg city,"11,257"
California,.La Cañada Flintridge city,"20,563"
California,.Lafayette city,"25,409"
California,.Laguna Beach city,"24,131"
California,.Laguna Hills city,"31,945"
California,.Laguna Niguel city,"64,680"
California,.Laguna Woods city,"18,234"
California,.La Habra city,"59,410"
California,.La Habra Heights city,"5,867"
California,.Lake Elsinore city,"51,099"
California,.Lake Forest city,"75,864"
California,.Lakeport city,"5,230"
California,.Lakewood city,"78,097"
California,.La Mesa city,"55,547"
California,.La Mirada city,"49,752"
California,.Lancaster city,"145,776"
California,.La Palma city,"15,719"
California,.La Puente city,"40,466"
California,.La Quinta city,"44,701"
California,.Larkspur city,"11,799"
California,.Lathrop city,"17,256"
California,.La Verne city,"33,871"
California,.Lawndale city,"31,211"
California,.Lemon Grove city,"24,597"
California,.Lemoore city,"24,285"
California,.Lincoln city,"44,427"
California,.Lindsay city,"10,705"
California,.Live Oak city,"8,292"
California,.Livermore city,"81,085"
California,.Livingston city,"13,368"
